Advisory,Advisory ID,Published Date,Updated Date,URL,CVE IDs,Description,CVSS Base Score 3.1,CVSS Vector 3.1,CVSS Base Score 4.0,CVSS Vector 4.0,Affected Products,Recommendation
Intel® Graphics Compiler and Intel® Arc™ Pro Graphics Advisory,INTEL-SA-01163,"November 12, 2024","November 12, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01163.html,"['CVE-2024-32044', 'CVE-2024-34028', 'CVE-2024-32667']",Out-of-bounds read for some OpenCL™ software may allow an authenticated user to potentially enable denial of service via local access.,3.9 Low,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:L,2.4 Low,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:P/VC:L/VI:N/VA:L/SC:N/SI:N/SA:N,"Intel® Arc™ Pro Graphics for Windows driver before version 31.0.101.5319: 11th Gen Intel® Core™ processor family
12th Gen Intel® Core™ processor family
13th Gen Intel® Core™ processor family
14th Gen Intel® Core™ processor family
Intel® Arc™ Pro Graphics family  Intel® Graphics Compute Runtime for oneAPI Level Zero and OpenCL™ driver before version 24.17.29377.6. Intel® Graphics Offline Compiler for OpenCL™ Code software before version 2024.1.0.142, graphics driver 31.0.101.5445.","Intel recommends updating Intel® Arc™ Pro Graphics for Windows driver to version 31.0.101.5319 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/download/741626  Intel recommends updating Intel® Graphics Compute Runtime for oneAPI Level Zero and OpenCL™ driver to version 24.17.29377.6 or later. Updates are available for download at this location: https://github.com/intel/compute-runtime/releases  Intel recommends updating Intel® Graphics Offline Compiler for OpenCL™ Code software to version 2024.1.0.142, graphics driver 31.0.101.5445 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/articles/tool/oneapi-standalone-components.html"
Intel® MAS Software Advisory,INTEL-SA-01161,"November 12, 2024","November 12, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01161.html,['CVE-2024-34164'],Uncontrolled search path element in some Intel® MAS software before version 2.5 may allow an authenticated user to potentially enable escalation of privilege via local access.,6.7 Medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,5.4 Medium,CVSS:4.0/AV:L/AC:H/AT:P/PR:L/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,Intel® MAS software before version 2.5.,"Intel recommends updating Intel® MAS software to version 2.5 or later.

Updates are available for download at this location: 

https://www.intel.com/content/www/us/en/download/19543"
OpenVINO™ Model Server Software Advisory,INTEL-SA-01158,"November 12, 2024","November 12, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01158.html,['CVE-2024-32048'],Improper input validation in the Intel® Distribution of OpenVINO™ Model Server software before version 2024.0 may allow an unauthenticated user to potentially enable denial of service via adjacent access.,6.5 Medium,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.0 Medium,CVSS:4.0/AV:A/AC:L/AT:P/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,Intel® Distribution of OpenVINO™ Model Server software before version 2024.0,Intel recommends updating Intel® Distribution of OpenVINO™ Model Server software to version 2024.0 or later. Updates are available for download at this location: https://github.com/openvinotoolkit/model_server/releases
Intel® oneAPI Math Kernel Library Software for Windows Advisory,INTEL-SA-01155,"November 12, 2024","November 12, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01155.html,['CVE-2024-28950'],Uncontrolled search path for some Intel® oneAPI Math Kernel Library software for Windows before version 2024.2 may allow an authenticated user to potentially enable escalation of privilege via local access.,6.7 Medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,5.4 Medium,CVSS:4.0/AV:L/AC:H/AT:P/PR:L/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,Intel® oneMKL software for Windows before version 2024.2. Intel® oneAPI Base Toolkit software for Windows before version 2024.2.,Intel recommends updating Intel® oneMKL software for Windows to version 2024.2 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/tools/oneapi/onemkl-download.html Intel recommends updating Intel® oneAPI Base Toolkit software for Windows to version 2024.2 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/tools/oneapi/base-toolkit-download.html
Intel® VROC Software Advisory,INTEL-SA-01154,"November 12, 2024","November 12, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01154.html,"['CVE-2024-29079', 'CVE-2024-32485']",Improper Input Validation in some Intel® VROC software before version 8.6.0.2003 may allow an authenticated user to potentially enable denial of service via local access.,3.9 Low,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:L,2.4 Low,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:A/VC:N/VI:L/VA:L/SC:N/SI:N/SA:N,Intel® VROC software before version 8.6.0.3001,Intel recommends that users of Intel® VROC update to the latest version provided by the system manufacturer that addresses these issues.
JAM STAPL Player Software Advisory,INTEL-SA-01151,"November 12, 2024","November 12, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01151.html,['CVE-2024-29077'],Improper access control in some JAM STAPL Player software before version 2.6.1 may allow an authenticated user to potentially enable escalation of privilege via local access.,6.7 Medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,5.4 Medium,CVSS:4.0/AV:L/AC:H/AT:N/PR:L/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,JAM STAPL Player software before version 2.6.1.,Intel recommends updating JAM STAPL Player software to version 2.6.1 or later. https://www.intel.com/content/www/us/en/software-kit/813264
Intel® High Level Synthesis Compiler Software Advisory,INTEL-SA-01148,"November 12, 2024","November 12, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01148.html,['CVE-2024-31407'],Uncontrolled search path in some Intel® High Level Synthesis Compiler software for Intel® Quartus® Prime Pro Edition Software before version 24.1 may allow an authenticated user to potentially enable escalation of privilege via local access.,6.7 Medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,5.4 Medium,CVSS:4.0/AV:L/AC:H/AT:P/PR:L/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,Intel® High Level Synthesis Compiler software for Intel® Quartus® Prime Pro Edition Software before version 24.1.,Intel recommends updating Intel® High Level Synthesis Compiler software for Intel® Quartus® Prime Pro Edition Software to version 24.1 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/software-kit/819138.
BigDL Software Advisory,INTEL-SA-01146,"November 12, 2024","November 12, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01146.html,"['CVE-2024-29085', 'CVE-2024-28169']",Cleartext transmission of sensitive information for some BigDL software maintained by Intel® before version 2.5.0 may allow an authenticated user to potentially enable denial of service via adjacent access.,5.4 Medium,CVSS:3.1/AV:A/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:H,4.3 Medium,CVSS:4.0/AV:A/AC:H/AT:P/PR:L/UI:P/VC:N/VI:L/VA:H/SC:N/SI:N/SA:N,BigDL software maintained by Intel® before version 2.5.0.,"Intel recommends updating BigDL software maintained by Intel® to version 2.5.0 or later.

Updates are available for download at this location: 

https://github.com/intel-analytics/BigDL-2.x/releases/tag/v2.5.0b1 "
Intel® Granulate™ Software Advisory,INTEL-SA-01145,"November 12, 2024","November 12, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01145.html,['CVE-2024-27200'],Improper access control in some Intel® Granulate™ software before version 4.30.1 may allow a authenticated user to potentially enable escalation of privilege via local access.,4.4 Medium,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,4.8 Medium,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,Intel® Granulate™ software before version 4.30.1. ,"Intel recommends updating Intel® Granulate™ software to 4.30.1 or later by following the steps below: Updates will be pushed to all agents in managed mode.
Unmanaged mode will receive a message in gCenter for upgrade
For container-based installations update the image tag.
For executable-based installation update the version environment variable passed to the Granulate installation script. Questions about upgrading contact: info@granulate.io "
Intel® Rendering Toolkit Software Advisory,INTEL-SA-01142,"November 12, 2024","November 12, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01142.html,['CVE-2024-26017'],Uncontrolled search path in some Intel® Rendering Toolkit software before version 2024.1.0 may allow an authenticated user to potentially enable escalation of privilege via local access.,6.7 Medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,5.4 Medium,CVSS:4.0/AV:L/AC:H/AT:P/PR:L/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"Intel® Rendering Toolkit and component software before version 2024.1.0 found in the following products: Intel® Embree before version 4.3.1.
Intel® Open Image Denoise before version 2.2.0.
Intel® Open Path Guiding Library (Intel® Open PGL) before version 0.6.0.
Intel® Open Volume Kernel Library (Intel® Open VKL) before version 2.0.1.
Intel® OSPRay before version 3.1.0.
Intel® OSPRay Studio before version 1.0.0.",Intel recommends updating Intel® Rendering Toolkit components to the latest versions. Updates are available for download at this location: https://github.com/renderkit
Intel® IPP Software Advisory,INTEL-SA-01140,"November 12, 2024","November 12, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01140.html,['CVE-2024-28952'],Uncontrolled search path for some Intel® IPP software for Windows before version 2021.12.0 may allow an authenticated user to potentially enable escalation of privilege via local access.,6.7 Medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,5.4 Medium,CVSS:4.0/AV:L/AC:H/AT:P/PR:L/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,Intel® IPP before version 2021.12.0. Intel® oneAPI Base Toolkit before version 2024.2.0.,Intel recommends updating Intel® IPP to version 2021.12.0 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/tools/oneapi/ipp.html#gs.1795da  Intel recommends updating Intel® oneAPI Base Toolkit to version 2024.2.0 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/tools/oneapi/base-toolkit-download.html
Intel® Binary Configuration Tool Software Advisory,INTEL-SA-01138,"November 12, 2024","November 12, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01138.html,"['CVE-2024-25647', 'CVE-2024-23312']",Uncontrolled search path for some Intel® Binary Configuration Tool software for Windows before version 3.4.5 may allow an authenticated user to potentially enable escalation of privilege via local access.,6.7 Medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,5.4 Medium,CVSS:4.0/AV:L/AC:H/AT:P/PR:L/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,Intel® Binary Configuration Tool before version 3.4.5.,Intel recommends updating Intel® Binary Configuration Tool to version 3.4.5 or later. Updates are available for download at this location: https://github.com/intel/BCT/releases/tag/BCT_v3_4_5
Intel® Graphics Software Advisory,INTEL-SA-01132,"November 12, 2024","November 12, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01132.html,"['CVE-2024-38665', 'CVE-2024-23919', 'CVE-2024-34023', 'CVE-2024-34170']",Improper buffer restrictions in some Intel® Graphics Drivers may allow an authenticated user to potentially enable denial of service via local access.,6.6 Medium,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:H,6.9 Medium,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:H/SC:N/SI:N/SA:N,"Intel® 7th-10th Gen Processor Graphics for Windows driver before version 31.0.101.2128: 7th Gen Intel® Core™ processor family
8th Gen Intel® Core™ processor family
9th Gen Intel® Core™ processor family
10th Gen Intel® Core™ processor family
Intel® Core™ Processor with Intel® Hybrid Technology
Intel® Atom®, Pentium® and Celeron® processor family
Intel® Pentium® and Celeron® processor family Intel® Arc™ & Iris® Xe Graphics for Windows driver before version 31.0.101.5518: 11th Gen Intel® Core™ processor family
12th Gen Intel® Core™ processor family
13th Gen Intel® Core™ processor family
14th Gen Intel® Core™ processor family
Intel® Arc® Graphics family
Intel® Core™ Ultra processor family
Intel® Iris® Xe Dedicated Graphics family Intel® Arc™ Pro Graphics for Windows driver before version 31.0.101.5525: 11th Gen Intel® Core™ processor family
12th Gen Intel® Core™ processor family
13th Gen Intel® Core™ processor family
14th Gen Intel® Core™ processor family
Intel® Arc™ Pro Graphics family
Intel® Core™ Ultra processor family Intel® Data Center GPU Flex Series for Windows driver before version 31.0.101.5522: Intel® Data Center GPU Flex 140
Intel® Data Center GPU Flex 170 Intel® Media Driver for VAAPI software before version 24.1.1 ",Intel recommends updating Intel® 7th-10th Gen Processor Graphics for Windows driver to version 31.0.101.2128 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/download/776137  Intel recommends updating Intel® Arc™ & Iris® Xe Graphics for Windows driver to version 31.0.101.5518 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/download/785597  Intel recommends updating Intel® Arc™ Pro Graphics for Windows driver to version 31.0.101.5525 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/download/741626  Intel recommends updating Intel® Data Center GPU Flex Series for Windows driver to version 31.0.101.5522 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/download/780185  Intel recommends updating Intel® Media Driver for VAAPI software to version 24.1.1 or later. Updates are available for download at this location: https://github.com/intel/media-driver/releases 
Intel® VPL Software Advisory,INTEL-SA-01131,"November 12, 2024","November 12, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01131.html,"['CVE-2024-21783', 'CVE-2024-21808', 'CVE-2024-28051', 'CVE-2024-28030']",NULL pointer dereference in some Intel® VPL software before version 24.1.4 may allow an authenticated user to potentially enable denial of service via local access.,2.2 Low,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:N/I:N/A:L,1.0 Low,CVSS:4.0/AV:L/AC:H/AT:N/PR:L/UI:A/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"Intel® VPL software before version 24.1.4. Intel® Arc™ & Iris® Xe Graphics for Windows drivers before version 30.0.101.5379: 11th Gen Intel® Core™ processor family
12th Gen Intel® Core™ processor family
13th Gen Intel® Core™ processor family
14th Gen Intel® Core™ processor family
Intel® Iris® Xe Dedicated Graphics family
Intel® Arc® Graphics family
Intel® Core™ Ultra processor family ",Intel recommends updating Intel® VPL software to version 24.1.4 or later. Updates are available for download at this location: https://github.com/intel/vpl-gpu-rt/releases  Intel recommends updating Intel® Arc™ & Iris® Xe Graphics for Windows drivers to version 31.0.101.5379 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/download/785597 
Intel® ACTM Module Software Advisory,INTEL-SA-01111,"November 15, 2024","November 12, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01111.html,"['CVE-2024-22185', 'CVE-2024-24985']",Exposure of resource to wrong sphere in some Intel® processors with Intel® ACTM may allow a privileged user to potentially enable escalation of privilege via local access.,7.2 High,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:N,8.5 High,CVSS:4.0/AV:L/AC:H/AT:P/PR:H/UI:N/VC:H/VI:H/VA:N/SC:H/SI:H/SA:N,"Product Collection

Vertical Segment

CPU ID

4th Generation Intel® Xeon® Processor Scalable Family

Server

806F8

5th Generation Intel® Xeon® Processor Scalable Family

Server

C06F2",Intel recommends that users of the Intel® ACTM module update to the latest version provided by the system manufacturer that addresses this issue.
Intel® PROSet/Wireless Wi-Fi Software and Intel® Wireless Bluetooth Advisory,INTEL-SA-01108,"November 12, 2024","November 12, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01108.html,"['CVE-2024-23198', 'CVE-2024-24984', 'CVE-2024-28049', 'CVE-2024-25563']",Improper initialization in firmware for some Intel® PROSet/Wireless Software and Intel® Killer™ Wi-Fi before version 23.40 may allow a privileged user to potentially enable information disclosure via local access.,3.4 Low,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:N,4.6 Medium,CVSS:4.0/AV:L/AC:L/AT:N/PR:H/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,"Intel® PROSet/Wireless Software, Intel® Killer™ Wi-Fi and Intel® Wireless Bluetooth® versions before 23.40 for: Intel® Wi-Fi 6 AX200
Intel® Wi-Fi 6 AX201
Intel® Wi-Fi 6E AX210
Intel® Wi-Fi 6E AX211
Intel® Wi-Fi 6E AX411
Intel® Wireless-AC 9260
Intel® Wireless-AC 9560
Intel® Killer™ Wi-Fi 6 AX1650
Intel® Killer™ Wi-Fi 6E AX1675
Intel® Killer™ Wi-Fi 6E AX1690
Intel® Wi-Fi 7 BE200
Intel® Killer™ Wi-Fi 7 BE1750","Intel recommends updating Intel® PROSet/Wireless Software, Intel® Killer™ Wi-Fi and Intel® Wireless Bluetooth® to version 23.40 or later. Updates are available for download at this location: Intel® Wireless Wi-Fi Drivers for Windows® 10 and Windows 11* Intel® Wireless Bluetooth® Drivers for Windows® 10 and Windows 11* "
